Name,Date Published,Description,Rating,Rating Count,Content Rating,Genre(s),Keywords
Witches&apos; Brew,1980-10-31,,4.3,234,PG,"Comedy,Horror","witch,remake,f rated,frenchman in usa,frenchman abroad"
"The man they called a young genius, master swordsmith Yoshikazu Yoshihara",2021-06-25,"At the age of 36, Yoshikazu Yoshihara was pronounced the youngest to receive the highest level of swordsmith mastery. He was known for his blade style referred to as Kawazukochouji, which fascinated fans throughout the world. Docu...",,,,Documentary,
Windows on the World,2020-04-23,"After watching the news on 9/11 with his family, Fernando travels from Mexico to New York City to find his father, an undocumented worker at the World Trade Center&apos;s famous Windows on the World restaurant.",6.5,222,Not Rated,Drama,"worker,sex scene,brief female rear nudity,female rear nudity"
Tsigoineruwaizen,1980-04-01,,7,1276,Not Rated,"Horror,Mystery","licking an eyeball,sex with friend&apos;s wife,sex with husband&apos;s friend,cheating wife,cheating husband"
Cardiac Arrest,,"A serial killer is plaguing San Francisco, surgically removing the hearts of his victims. Assigned to the case is a weak-stomached homicide detective who investigates the possibility of black market organ transplants.",4.1,247,PG,"Crime,Drama,Horror","heart transplant,slasher,murder,heart,serial killer"
In Search of Historic Jesus,,This examination of historical sources speculates on the accuracy of the biblical depiction of Jesus.,3.9,128,G,"Documentary,Drama","reference to jesus christ,psychotronic film,biblical,crucifixion of jesus,reenactment"
2001: A Space Odyssey,1968-10-01,"After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins - a spacecraft manned by two men and the supercomputer H.A.L. 9000.",8.3,680725,M/12,"Adventure,Sci-Fi","monolith,human versus computer,star child,famous line,computer"
To All a Goodnight,1980-01-30,,4.6,2054,R,"Horror,Mystery,Thriller","teen slasher,killer santa claus,holiday horror,murder of a nude man,low budget"
Mad Max: Fury Road,2015-05-14,,8.1,1022362,M/14,"Action,Adventure,Sci-Fi","post apocalypse,desert,car chase,escape,chase"
Defiance,,"When a boy&apos;s father is slain by the town&apos;s most powerful man because he&apos;s not willing to pay his dues, he devotes his life to avenging his father&apos;s death.",3.2,118,R,Western,father
The Changeling,2006-01-28,"Desperate to break her engagement to a man she does not love, Beatrice enlists the help of the servant De Flores.",7,78,,Drama,based on play
The Gong Show Movie,1980-05-23,,4.4,898,R,Comedy,"braless,psychotronic film,the gong show,gong,desert"
North Sea Hijack,1980-07-24,,6.3,5421,PG,"Action,Adventure,Thriller","1980s,timeframe 1980s,ship,terrorist,oil"
Gorp,,,3.5,715,R,Comedy,"summer camp,jew,female rapist,female sex abuser,sexually abused man"
The Nude Bomb,1980-11-07,Maxwell Smart is recalled to duty to help fight a villian who threatens to detonate a weapon that destroys clothing.,5.1,3406,PG,"Action,Comedy,Crime","campy,upskirt,psychotronic film,timeframe 1980s,nudity"
Kenny Rogers as The Gambler,1980-04-08,"The adventures of Brady Hawkes, a gambler on his way to help his young son while also helping another gambler learn to play it right.",6.3,1162,Not Rated,Western,"ends with freeze frame,gambler,gambling,train,father son relationship"
The Hollywood Knights,1980-05-30,"Led by their comedic leader, Turk, the Hollywood Knights car club raise hell throughout Beverly Hills on Halloween Night, 1965.",6.2,4847,R,Comedy,"grindhouse film,cruising,cheerleader,fart joke,mooning"
The Happy Hooker Goes Hollywood,1980-06-04,A prostitute writes a bestseller book about her profession which attracts the attention of a studio executive who attempts to adapt it into a movie. They have a falling off and she decides to make the film on her own despite sabot...,3.7,1138,R,Comedy,"grauman&apos;s chinese theatre los angeles,sex comedy,brown derby restaurant,variety the newspaper,scantily clad female"
Galaxina,1982-10-29,,3.6,3220,R,"Comedy,Sci-Fi","reference to star wars,female nudity,harley davidson,sexy android,sexy robot"
Animalympics,1980-08-14,The animal kingdom stages its own olympic games.,6.8,2203,M/6,"Animation,Comedy,Family","anthropomorphic animal,cleavage,anthropomorphism,1980s,full moon"
Jane Austen in Manhattan,,,4.6,287,,"Drama,Romance","f rated,woman wears an eye patch,fake fight,reference to sir charles grandison the play,theatrical scenery model"
The Little Dragons,1980-07-18,,4.1,280,PG,"Action,Comedy","martial arts action,bound and gagged,kidnapping,cult,slimehouse"
There&apos;s Something Wrong with the Children,2023-01-17,,4.9,3183,Not Rated,"Horror,Mystery","title directed by female,friend,tunnel,disappeared in the woods,evil force"
Middle Age Crazy,1981-05-08,A married man is turning forty and that&apos;s when the midlife crisis hits him. He becomes obsessed with young women and fast cars.,5.5,372,R,"Comedy,Drama","midlife crisis,teenage girl,unfaithfulness,infidelity,sex"
Loose Shoes,1980-08-01,,4.6,585,R,Comedy,"nudity,giant scissors,aerial refueling,making out in backseat,one breast exposed"
The Return of Dr. Fu Manchu,1930-05-02,,5.8,265,Passed,"Adventure,Crime,Mystery","cigar smoking,revenge,flash back,lie,bombs"
Raise the Titanic,1981-04-10,,5.1,4950,PG,"Action,Drama,Thriller","frozen corpse,dog attack,reference to charlie chan,fishing,navy"
The Kidnapping of the President,1981-10-15,"Based on the novel by Charles Templeton, a secret service chief leads a game of cat and mouse when a gang of third-world terrorists kidnap the President.",5.4,511,R,Thriller,"psychotronic film,the white house washington d.c.,cult,cia central intelligence agency,president"
Phobia,2016-05-27,"An agoraphobic young woman, traumatized by past events, finds herself trapped and terrorized in her own home.",6.8,3078,Not Rated,"Drama,Mystery,Thriller",psychotronic film
The Octagon,1982-01-14,A martial artist must defeat a plan by ninjas to create a worldwide training camp for terrorists.,5,5860,R,"Action,Drama,Romance","ninja,ninja costume,sex in bed,crime ring,brother brother relationship"
Mother&apos;s Day,2016-04-28,,5.6,38067,M/12,"Comedy,Drama,Romance","single father,mother daughter relationship,holiday in title,mother&apos;s day,ensemble cast"
Divine Madness,1981-07-23,,7,919,R,"Documentary,Comedy,Music","concert,singer,mermaid,rose,rock musical"
Poliziotto superpiù,1980-11-28,Red powder from a nuclear explosion gives a police officer super powers as long as he doesn&apos;t see anything red. He is eventually framed for murder and is unsuccessfully executed by many different methods.,6.3,7754,M/6,"Action,Comedy,Fantasy","superhero,supernatural power,spoof,nuclear explosion,police protagonist"
Coast to Coast,1980-10-03,"A wealthy neurotic woman escapes from a New York mental asylum, and hitches a ride back to California with a moody down-on-his-luck cowboy trucker. They fall in love with each other while on the run from bounty hunters and a repo ...",5.2,454,PG,"Comedy,Drama,Romance","manhunt,hixploitation,truck,escape,runaway"
Song of the South: Duane Allman and the Birth of the Allman Brothers Band,,"Duane Allman, the lead guitarist and driving force behind Southern Rock pioneers The Allman Brothers Band, lived a tragically short life, but during his brief career he changed music forever",8.3,85,,Documentary,
Touched by Love,,"A young nurse becomes determined to reach an unresponsive teenage cerebral palsy patient by encouraging her to write to her favorite rock singer, Elvis Presley.",6.6,481,PG,Drama,"reference to elvis presley,record album,letter,mailbox,magazine"
Schizoid,1981-02-12,,5,1732,R,"Drama,Horror,Mystery","advice columnist,nude women in hot tub,daughter nude in front of father,woman in a shower,identifying a dead body"
The Apple Dumpling Gang,1975-07-01,Three orphan children strike gold in 1878 California.,6.4,6139,G,"Comedy,Family,Western","bigfoot character,blockbuster,fruit in title,four word title,first part"
You Better Watch Out,,"A toy factory worker, mentally scarred as a child upon learning Santa Claus is not real, suffers a nervous breakdown after being belittled at work, and embarks on a Yuletide killing spree.",5.5,7872,R,"Horror,Thriller","serial killer as protagonist,antagonist as protagonist,lift skirt,child,murder spree"
Shogun Assassin,1980-11-07,"When the wife of the Shogun&apos;s Decapitator is murdered and he is ordered to commit suicide by the paranoid Shogun, he and his four-year-old son escape and become assassins for hire, embarking on a journey of blood and violent death.",7.3,10822,R,"Action,Adventure","based on manga,psychotronic film,samurai,ninja,revenge"
The Visitor,2022-10-07,"After a series of tragedies, Robert moves with his wife back to her childhood home. After he discovers an old portrait of a man who looks like him, he goes down a rabbit hole to discover the identity of this mysterious doppelganger.",4.2,1954,,"Drama,Horror,Mystery","discovers,portrait,small town,demonic cult,evil cult"
The AristoCats,1971-12-17,"With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.",7.1,108053,M/6,"Animation,Adventure,Comedy","1910s,butler,cat,animal protagonist,talking animal"
The Three Musketeers,2023-03-23,"Joined by an eager recruit to protect the King of France, three loyal swordsmen attempt to defeat an evil royal advisor and a seductive envoy plotting to overthrow the crown.",1.4,158,,"Action,Adventure",
Khartoum Offside,2019-02-13,A group of exceptional young ladies in Khartoum are determined to play football professionally. They are prepared to defy the ban imposed by Sudan&apos;s Islamic Military government and they will not take no for an answer. Their battle...,6.7,52,,"Documentary,Sport",women&apos;s soccer
The Virginian,,,4.7,492,Not Rated,Western,"character name as title,the virginian character"
The Green Archer,1942-04-29,,6.5,187,Passed,"Action,Adventure,Crime","character name as title,the green archer character,b movie,double feature film,narrator"
The Cabinet of Dr. Caligari,,"When the annual fair comes to town, murder, madness and mayhem creep in its shadows. Dr. Caligari, a mysterious hypnotist, appears to control every move of his bizarre, clairvoyant sleepwalker, but does he?",5.6,741,Not Rated,"Drama,Horror,Mystery","dr. caligari character,five word title,virtual set,remake,character name in title"
The Spider&apos;s Web,,"When an intruder is killed in her house, the comfortable life of Clarissa Hailsham-Browne is turned upside-down.",6.2,234,,Mystery,"agatha christie,based on play"
Around the World in 80 Days,2004-09-09,"To win a bet, an eccentric British inventor, beside his Chinese valet and an aspiring French artist, embarks on a trip full of adventures and dangers around the world in exactly eighty days.",5.8,91797,M/12,"Action,Adventure,Comedy","queen victoria,one against many,journey,19th century,inventor"
The Big Knife,1957-08-28,Hollywood actor Charles Castle is pressured by his studio boss into a criminal cover-up to protect his valuable career.,6.8,3870,Not Rated,"Crime,Drama,Film-Noir","actor,exploitation,film studio,motion picture industry,casting couch"
Bronenosets Potemkin,1974-05-19,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel&apos;s officers. The resulting street demonstration in Odessa brings on a police massacre.",7.9,59231,(Banned),"Drama,History,Thriller","imperial russian navy,1905 russian revolution,year 1905,naval uniform,brutality"
City Lights,2014-05-30,"Deepak Singh is a farmer in Rajasthan. After a tragedy, he migrates to Mumbai with his wife and child to lead a better life. However, upon arriving, he soon discovers the challenges of life in a big city.",7.3,5291,Not Rated,"Drama,Thriller",child
